Name, Quiz Difficulty, Quiz Frequency, HW Difficulty, HW Frequency, Test Difficulty, Test Frequency
4, 10, 5, 10, 10, 9.0, 4
5, 9.5, 5, 6.0, 10, 10, 4
4, 7.0, 5, 6.5, 10, 8.5, 4
5, 10, 5, 9.5, 9, 9.5, 3
5, 7.5, 5, 6.0, 10, 10, 4
4, 8.5, 4, 8.5, 8, 10.0, 3
5, 10, 5, 8.5, 10, 9.0, 3
4, 8.0, 4, 8.0, 10, 8.0, 3
5, 10.0, 4, 7.0, 8, 8.5, 4
4, 7.5, 5, 7.5, 10, 9.0, 3
4, 8.5, 5, 6.0, 8, 8.5, 3
4, 10, 4, 8.0, 10, 10, 4
5, 7.5, 4, 10.0, 9, 10.0, 3
4, 10.0, 5, 10.0, 8, 9.5, 4
4, 8.5, 4, 8.0, 9, 9.0, 3
5, 7.0, 4, 7.5, 9, 8.5, 3
5, 8.5, 5, 7.0, 8, 9.5, 4
5, 8.5, 4, 6.5, 9, 10, 4
4, 8.0, 5, 7.5, 8, 8.5, 3
4, 9.0, 4, 10, 9, 8.5, 4
4, 8.5, 5, 8.0, 9, 8.0, 3
4, 9.0, 4, 9.0, 10, 8.5, 3
4, 8.0, 5, 6.0, 9, 10.0, 3
4, 7.0, 4, 7.5, 10, 10.0, 4
5, 7.0, 5, 10.0, 10, 10.0, 4
4, 8.5, 4, 7.5, 8, 10.0, 3
4, 8.5, 4, 10, 10, 9.5, 3
5, 10.0, 5, 8.0, 8, 9.5, 4
4, 10.0, 5, 8.0, 10, 10.0, 3
4, 10, 4, 6.5, 9, 10.0, 3
4, 9.0, 5, 9.5, 8, 9.0, 3
4, 10.0, 5, 6.5, 9, 10.0, 3
4, 8.5, 4, 9.0, 8, 9.0, 3
4, 9.0, 5, 10.0, 9, 10.0, 3
5, 9.5, 5, 8.0, 8, 10.0, 3
5, 10.0, 5, 8.0, 10, 9.5, 3
4, 8.5, 4, 8.5, 8, 9.5, 4
5, 8.5, 5, 9.0, 8, 9.5, 4
5, 9.5, 4, 10, 8, 10.0, 4
5, 10.0, 4, 7.5, 9, 8.0, 3
4, 9.5, 4, 9.0, 10, 8.0, 3
5, 8.0, 4, 10.0, 10, 8.0, 3
4, 9.5, 5, 7.0, 10, 10, 4
5, 9.5, 4, 7.5, 8, 8.0, 4
4, 10, 4, 7.0, 8, 10.0, 4
4, 8.0, 4, 6.5, 10, 8.0, 3
4, 9.0, 5, 9.5, 9, 9.5, 4
5, 10, 5, 9.5, 8, 8.0, 4
4, 7.5, 5, 9.5, 8, 10, 4
4, 7.0, 5, 10, 9, 10, 3
4, 10, 4, 9.5, 8, 9.0, 3
5, 10, 5, 10.0, 9, 9.5, 3
5, 10, 5, 9.0, 10, 9.5, 3
4, 8.5, 4, 10, 8, 10, 4
4, 7.0, 5, 10, 9, 9.0, 4
5, 8.0, 5, 6.0, 8, 8.0, 3
4, 10.0, 5, 9.0, 8, 9.0, 4
5, 8.5, 4, 8.5, 8, 8.5, 3
4, 10, 5, 6.5, 10, 9.5, 4
4, 7.0, 4, 10, 10, 8.5, 3
5, 8.5, 4, 6.5, 8, 9.5, 4
5, 7.5, 5, 8.5, 8, 8.5, 4
5, 8.0, 4, 9.5, 10, 8.5, 4
5, 7.5, 4, 10, 9, 8.5, 3
5, 7.0, 4, 9.5, 10, 8.5, 3
5, 10.0, 4, 6.5, 9, 8.5, 4
5, 7.0, 4, 10, 9, 8.5, 4
4, 7.5, 5, 6.5, 9, 10.0, 3
5, 9.5, 4, 8.0, 8, 10, 4
5, 8.5, 4, 6.0, 9, 10, 3
5, 10, 5, 9.0, 9, 9.0, 3
5, 7.5, 4, 8.0, 8, 10, 3
5, 9.0, 5, 10.0, 8, 9.5, 4
5, 8.0, 5, 8.5, 9, 10, 4
4, 8.0, 4, 8.5, 10, 10.0, 3
4, 7.5, 5, 7.0, 10, 8.5, 4
5, 10.0, 5, 10.0, 8, 8.0, 4
5, 9.5, 5, 7.5, 9, 8.0, 3
4, 8.0, 5, 8.0, 9, 10, 4
5, 10, 5, 8.5, 10, 10.0, 3
5, 7.0, 4, 8.5, 8, 8.0, 3
5, 8.0, 4, 8.0, 9, 9.5, 4
5, 10.0, 5, 7.5, 9, 9.5, 4
4, 8.0, 4, 7.0, 8, 10.0, 4
4, 10, 5, 9.5, 9, 9.0, 4
4, 9.5, 5, 10, 9, 9.5, 4
5, 10.0, 4, 10, 10, 10, 4
4, 8.5, 4, 7.5, 9, 9.0, 3
5, 9.0, 5, 9.0, 9, 10, 4
4, 9.5, 4, 9.0, 8, 10.0, 3
4, 10.0, 4, 6.5, 9, 9.0, 3
4, 8.5, 5, 10, 8, 8.5, 3
5, 8.5, 5, 10.0, 10, 8.0, 4
4, 9.0, 5, 10.0, 9, 10.0, 4
4, 10, 4, 9.0, 10, 10, 4
5, 7.0, 5, 7.0, 9, 9.0, 3
4, 10.0, 4, 7.5, 9, 9.0, 3
5, 8.0, 4, 9.0, 8, 10.0, 4
5, 10.0, 4, 10.0, 10, 8.0, 4
5, 10.0, 4, 9.0, 9, 8.0, 3
4, 9.0, 4, 8.0, 10, 8.5, 4
4, 9.5, 5, 9.5, 9, 9.0, 3
5, 7.5, 5, 10, 8, 9.5, 4
5, 9.5, 4, 7.5, 10, 8.5, 3
4, 7.0, 4, 7.0, 10, 9.0, 4
4, 9.5, 4, 8.5, 9, 8.5, 4
4, 9.5, 5, 9.5, 10, 9.0, 3
5, 7.0, 4, 6.5, 9, 10.0, 3
4, 8.5, 4, 8.0, 9, 9.0, 4
5, 9.0, 5, 9.0, 8, 9.5, 3
4, 8.5, 5, 7.0, 9, 8.5, 4
5, 9.0, 5, 6.5, 10, 8.5, 4
5, 9.0, 5, 7.5, 10, 9.5, 4
5, 10, 5, 10, 8, 8.5, 4
4, 7.0, 4, 7.0, 8, 9.0, 3
5, 7.0, 5, 6.5, 8, 10.0, 4
4, 7.0, 4, 8.0, 9, 8.5, 3
4, 7.0, 5, 6.0, 10, 9.5, 4
4, 8.5, 4, 10, 9, 8.5, 4
5, 9.0, 5, 8.5, 10, 8.5, 3
5, 10, 4, 8.0, 10, 8.5, 3
4, 7.0, 5, 6.0, 9, 9.5, 4
5, 10, 5, 6.5, 8, 8.5, 3
5, 10, 5, 10.0, 10, 8.5, 4
4, 10, 5, 10, 10, 8.0, 4
5, 7.0, 5, 10.0, 10, 10.0, 3
4, 9.0, 4, 8.5, 9, 8.0, 3
4, 7.0, 4, 6.0, 9, 9.5, 4
4, 7.5, 4, 9.0, 10, 9.5, 4
5, 10.0, 5, 9.0, 9, 10.0, 4
5, 9.5, 4, 8.0, 10, 9.5, 3
4, 8.0, 4, 8.5, 10, 8.0, 4
4, 9.5, 5, 10, 9, 8.5, 3
5, 8.5, 4, 9.0, 8, 8.0, 3
5, 9.5, 5, 10.0, 8, 9.0, 4
5, 9.0, 4, 10.0, 8, 10, 4
4, 10, 5, 6.0, 9, 10, 3
4, 10.0, 4, 9.0, 10, 10, 4
4, 9.5, 4, 6.0, 10, 8.5, 4
4, 8.5, 4, 8.0, 10, 10, 3
4, 7.5, 5, 6.5, 8, 8.5, 4
4, 10, 4, 10, 8, 8.0, 3
4, 7.0, 4, 8.5, 8, 10, 4
5, 8.5, 5, 8.0, 10, 9.5, 4
4, 7.0, 4, 10, 8, 10.0, 3
4, 9.5, 5, 9.5, 9, 9.5, 3
5, 9.5, 5, 9.5, 8, 8.5, 3
5, 7.5, 4, 8.5, 10, 9.0, 3
5, 10, 4, 6.5, 9, 8.5, 4
4, 9.5, 4, 10, 10, 10.0, 4
4, 7.5, 4, 10, 8, 8.5, 3
4, 8.5, 5, 9.5, 8, 10.0, 3
4, 7.0, 4, 8.5, 8, 10, 3
4, 10, 4, 8.5, 10, 9.0, 3
4, 9.0, 5, 9.0, 10, 10, 4
5, 9.0, 5, 6.0, 10, 9.5, 4
5, 8.0, 5, 7.0, 9, 9.0, 4
5, 7.5, 4, 10, 8, 8.0, 4
5, 10, 5, 8.0, 8, 9.0, 3
4, 8.5, 5, 9.5, 9, 9.5, 4
4, 8.0, 5, 9.0, 10, 10.0, 3
5, 9.0, 4, 9.0, 10, 8.5, 3
4, 7.0, 4, 9.0, 10, 9.5, 4
4, 9.5, 4, 9.5, 10, 8.5, 3
5, 8.5, 4, 9.0, 10, 8.5, 4
5, 9.0, 5, 9.0, 10, 10, 4
4, 7.0, 4, 8.0, 10, 8.5, 3
5, 8.0, 5, 7.5, 8, 9.5, 4
4, 7.0, 5, 8.0, 8, 10.0, 3
4, 9.5, 4, 10.0, 9, 8.0, 3
4, 10, 4, 10, 10, 8.5, 4
4, 9.0, 4, 7.0, 10, 10.0, 3
4, 8.0, 5, 10.0, 8, 8.5, 4
5, 7.5, 4, 8.0, 8, 9.5, 4
5, 8.0, 5, 6.5, 10, 8.5, 4
5, 10.0, 5, 6.5, 8, 10, 4
4, 10.0, 4, 6.5, 8, 10, 4
4, 7.0, 5, 10.0, 8, 8.0, 4
4, 10.0, 4, 6.5, 8, 9.0, 4
4, 8.5, 5, 8.5, 9, 8.0, 3
5, 10, 4, 8.0, 9, 8.0, 3
4, 8.5, 5, 10.0, 10, 10.0, 4
4, 7.0, 5, 9.0, 8, 10.0, 3
4, 10.0, 4, 9.5, 10, 9.0, 4
4, 7.0, 4, 8.0, 8, 9.0, 3
4, 7.5, 5, 8.0, 10, 10, 4
4, 7.5, 4, 9.0, 10, 9.0, 3
4, 10.0, 5, 10.0, 10, 8.5, 3
4, 7.0, 5, 6.5, 9, 8.0, 3
5, 8.5, 4, 9.5, 10, 10, 4
4, 9.0, 5, 6.5, 10, 10, 3
4, 10.0, 5, 9.5, 9, 10.0, 3
4, 8.5, 4, 8.5, 10, 10.0, 3
5, 8.0, 4, 10.0, 10, 8.5, 4
5, 7.0, 4, 6.0, 10, 9.5, 3
4, 7.5, 4, 10, 10, 10, 4
4, 7.0, 4, 9.5, 10, 10.0, 4
4, 7.0, 4, 9.0, 8, 8.5, 3
5, 10, 4, 6.5, 8, 10, 3
5, 8.0, 5, 7.0, 10, 8.5, 4
4, 7.5, 5, 7.0, 10, 9.0, 4
4, 7.0, 4, 7.0, 10, 9.0, 4
4, 7.5, 5, 6.5, 8, 8.0, 3
4, 9.5, 5, 9.5, 9, 8.0, 4
5, 7.0, 5, 6.5, 9, 9.5, 3
4, 7.5, 5, 7.5, 9, 9.0, 3
5, 10.0, 4, 9.5, 10, 8.0, 4
4, 10, 4, 10, 10, 10, 4
5, 7.0, 5, 7.5, 8, 8.0, 4
4, 9.5, 4, 6.0, 9, 8.5, 4
5, 9.0, 5, 9.0, 8, 10, 4
5, 7.5, 5, 6.5, 9, 10.0, 3
5, 8.5, 5, 9.5, 9, 10, 3
5, 10, 4, 8.0, 10, 8.5, 3
5, 10, 5, 10, 10, 9.5, 3
5, 7.0, 5, 9.5, 8, 8.5, 4
5, 9.0, 4, 9.0, 9, 9.0, 4
4, 9.0, 4, 10.0, 10, 10.0, 3
4, 8.0, 4, 6.0, 10, 9.0, 3
4, 8.0, 4, 8.5, 9, 9.0, 3
5, 8.5, 5, 9.5, 10, 8.0, 4
4, 9.0, 4, 6.5, 8, 8.0, 3
4, 9.5, 5, 6.5, 9, 10, 3
4, 10, 5, 6.0, 9, 10, 4
4, 9.0, 5, 10, 10, 10, 4
5, 10.0, 4, 9.0, 8, 9.5, 3
4, 9.0, 5, 6.0, 10, 9.5, 3
5, 7.5, 4, 7.5, 10, 10, 4
4, 7.5, 5, 8.5, 10, 8.0, 4
4, 10.0, 4, 10.0, 8, 9.5, 4
5, 7.5, 4, 9.5, 9, 8.0, 4
4, 10.0, 4, 9.0, 10, 9.0, 4
4, 8.0, 4, 6.0, 8, 10, 4
5, 7.0, 5, 10, 9, 8.0, 4
4, 8.0, 4, 10, 10, 10, 3
5, 10, 4, 9.0, 9, 8.0, 4
5, 9.0, 5, 7.0, 8, 9.0, 4
5, 9.0, 4, 10.0, 9, 8.5, 4
5, 10.0, 5, 6.0, 8, 8.5, 3
5, 7.5, 4, 6.0, 10, 8.0, 3
5, 10, 4, 6.5, 10, 9.0, 3
5, 9.5, 5, 9.5, 10, 8.0, 3
4, 7.5, 4, 9.5, 9, 9.0, 3
4, 7.0, 5, 8.5, 10, 8.5, 3
5, 10.0, 5, 9.5, 9, 8.5, 3
5, 7.5, 4, 10.0, 8, 9.0, 4
4, 9.5, 5, 9.0, 8, 8.5, 3
4, 10, 5, 7.5, 9, 10.0, 4
4, 8.5, 5, 7.0, 10, 8.5, 3
4, 7.5, 5, 7.5, 10, 8.0, 4
4, 8.0, 5, 7.0, 9, 10, 4
5, 8.0, 5, 7.0, 8, 9.0, 4
5, 9.0, 4, 6.5, 9, 10.0, 3
4, 9.5, 5, 9.5, 8, 8.0, 3
5, 9.5, 4, 8.5, 9, 8.5, 3
5, 9.5, 4, 7.5, 10, 8.0, 3
4, 8.0, 5, 6.5, 9, 9.0, 4
4, 10.0, 5, 10.0, 10, 9.0, 3
5, 9.0, 4, 9.0, 8, 10.0, 3
5, 10.0, 4, 6.0, 9, 8.5, 3
5, 10, 4, 8.5, 9, 9.5, 3
5, 8.5, 5, 7.0, 10, 9.5, 4
4, 10, 5, 7.5, 8, 9.5, 3
5, 10.0, 4, 8.5, 9, 10.0, 4
4, 10.0, 5, 8.5, 10, 9.0, 4
5, 10, 4, 6.0, 9, 9.5, 4
4, 10.0, 4, 7.0, 9, 9.5, 4
5, 10.0, 5, 10.0, 9, 10.0, 3
5, 7.5, 5, 8.5, 9, 8.0, 4
5, 8.5, 5, 10.0, 10, 8.5, 3
4, 7.0, 5, 10.0, 8, 8.5, 3
5, 9.5, 4, 9.5, 9, 9.5, 3
5, 10, 4, 7.0, 10, 9.5, 3
4, 8.5, 4, 8.0, 8, 10.0, 3
5, 8.5, 5, 8.0, 9, 10.0, 3
4, 7.0, 4, 6.0, 10, 9.5, 4
5, 9.5, 5, 7.0, 10, 10.0, 3
4, 7.5, 4, 10.0, 10, 10.0, 4
5, 8.0, 5, 6.0, 10, 10.0, 4
5, 8.0, 5, 10, 9, 9.5, 4
4, 7.5, 4, 10.0, 9, 10, 3
5, 10, 4, 9.5, 10, 8.0, 4
5, 10, 5, 6.5, 8, 9.0, 4
5, 8.0, 5, 7.0, 10, 8.0, 4
4, 9.5, 5, 9.0, 9, 10.0, 3
5, 9.5, 4, 9.0, 9, 9.0, 3
5, 8.0, 4, 9.0, 10, 8.0, 3
4, 8.5, 4, 6.0, 9, 8.5, 3
5, 9.5, 4, 9.5, 9, 10, 3
4, 9.5, 4, 7.5, 10, 10, 4
5, 7.0, 4, 8.5, 10, 8.0, 4
4, 10, 5, 7.5, 8, 8.0, 4
4, 10, 4, 9.5, 8, 8.5, 3
4, 9.5, 5, 6.0, 10, 9.5, 4
4, 7.0, 5, 8.0, 10, 10, 4
4, 7.0, 4, 7.0, 10, 9.5, 3
5, 8.5, 5, 8.5, 8, 8.5, 3
4, 7.5, 5, 6.0, 8, 10, 3
5, 8.5, 5, 10.0, 10, 8.5, 3
4, 7.0, 4, 7.5, 9, 8.5, 4
5, 10, 5, 10, 8, 8.0, 3
5, 9.0, 4, 7.0, 10, 8.0, 4
5, 8.5, 4, 9.5, 9, 8.0, 3
4, 10, 5, 9.0, 8, 10.0, 4
5, 9.5, 4, 9.0, 8, 8.5, 3
4, 7.0, 5, 7.5, 10, 8.0, 3
4, 7.5, 4, 8.5, 8, 9.0, 4
4, 10, 4, 9.0, 8, 10.0, 3
4, 10, 4, 10.0, 10, 8.5, 4
5, 7.5, 5, 10, 8, 8.5, 4
5, 10.0, 4, 9.5, 8, 9.0, 3
5, 10.0, 4, 10.0, 8, 9.0, 3
4, 8.5, 4, 7.5, 9, 8.5, 4
5, 8.5, 5, 10, 10, 8.5, 4
5, 7.0, 4, 9.5, 10, 8.5, 3
5, 7.5, 4, 8.5, 9, 10, 3
5, 8.5, 4, 9.0, 8, 8.0, 4
5, 10.0, 4, 7.5, 8, 10, 4
5, 8.5, 4, 6.5, 8, 10, 3
5, 7.5, 5, 8.5, 10, 10.0, 3
5, 10, 4, 9.0, 8, 10, 3
5, 9.0, 5, 7.0, 10, 9.5, 3
4, 7.0, 5, 6.0, 8, 9.5, 3
4, 7.0, 5, 7.0, 8, 9.5, 3
5, 9.5, 4, 7.0, 8, 8.0, 4
5, 7.0, 5, 8.5, 10, 8.0, 3
5, 10.0, 4, 9.0, 8, 8.0, 3
4, 9.0, 4, 9.5, 10, 10, 4
4, 10.0, 5, 7.0, 10, 9.5, 3
5, 7.5, 5, 9.5, 8, 9.5, 3
4, 10.0, 5, 7.0, 9, 10.0, 4
4, 7.0, 5, 10.0, 9, 10.0, 4
4, 7.5, 4, 9.5, 9, 8.0, 3
5, 9.5, 4, 8.0, 9, 10.0, 3
4, 10.0, 5, 9.0, 8, 8.0, 4
4, 10, 5, 10.0, 10, 9.0, 4
4, 10.0, 4, 7.5, 8, 8.0, 4
5, 10.0, 5, 7.0, 8, 9.0, 4
4, 7.5, 4, 6.5, 9, 10.0, 4
5, 7.0, 4, 10, 9, 9.0, 4
5, 7.5, 4, 8.0, 9, 9.5, 4
4, 8.5, 4, 9.5, 10, 10.0, 3
5, 9.5, 4, 7.5, 9, 8.0, 3
5, 9.5, 4, 8.0, 10, 9.5, 3
4, 10.0, 4, 8.0, 9, 8.5, 4
4, 7.5, 5, 8.0, 10, 10.0, 3
5, 9.5, 4, 10.0, 8, 8.5, 4
5, 10.0, 5, 9.5, 9, 9.5, 3
5, 7.5, 5, 7.5, 8, 10, 4
5, 7.5, 4, 8.5, 8, 9.5, 4
5, 10.0, 5, 9.5, 8, 10.0, 3
4, 10.0, 4, 8.5, 9, 9.5, 3
4, 10.0, 5, 9.0, 9, 9.5, 3
4, 10, 4, 8.5, 10, 10, 3
4, 10.0, 5, 6.0, 8, 9.0, 4
5, 8.5, 5, 6.5, 9, 8.0, 3
4, 10.0, 5, 10, 10, 9.0, 4
4, 8.5, 5, 6.5, 10, 8.0, 3
5, 7.0, 5, 6.0, 8, 9.5, 3
4, 8.5, 4, 10.0, 10, 10.0, 4
4, 8.0, 5, 6.0, 9, 9.0, 3
4, 7.5, 5, 6.5, 8, 10, 3
4, 8.0, 5, 10.0, 10, 9.0, 3
4, 8.5, 4, 10.0, 10, 10.0, 3
5, 9.5, 4, 6.0, 8, 9.0, 4
4, 10.0, 4, 7.0, 10, 10.0, 3
4, 8.5, 5, 7.5, 9, 8.5, 4
5, 9.0, 5, 7.0, 10, 8.0, 3
5, 8.5, 4, 10, 10, 8.5, 4
4, 8.0, 5, 7.0, 8, 8.0, 4
5, 7.5, 4, 8.0, 10, 9.5, 3
5, 8.0, 5, 7.5, 9, 9.5, 3
5, 8.0, 4, 9.5, 8, 10, 3
4, 8.0, 5, 9.5, 10, 8.0, 3
5, 9.5, 5, 6.0, 10, 9.5, 3
5, 7.0, 4, 6.0, 10, 10, 3
5, 7.5, 5, 9.0, 10, 10.0, 3
4, 9.5, 4, 7.5, 8, 8.0, 3
4, 7.0, 5, 9.0, 8, 8.0, 4
5, 9.5, 5, 7.0, 8, 8.5, 4
5, 9.0, 4, 9.0, 8, 10, 3
5, 10.0, 5, 8.5, 8, 8.5, 3
5, 10.0, 4, 7.5, 8, 9.5, 3
4, 8.5, 5, 10, 9, 8.0, 4
5, 8.0, 4, 10, 8, 8.0, 4
4, 10.0, 4, 7.0, 8, 9.5, 3
5, 8.0, 4, 9.5, 9, 8.0, 4
5, 7.0, 5, 6.5, 8, 10.0, 3
5, 10.0, 5, 10.0, 10, 9.0, 3
5, 8.0, 4, 7.5, 9, 9.0, 4
5, 7.5, 4, 6.0, 8, 10, 4
4, 7.5, 4, 10, 10, 8.5, 3
5, 9.0, 5, 9.5, 9, 9.5, 4
4, 8.5, 4, 6.0, 10, 10.0, 3
4, 10, 4, 6.5, 10, 8.0, 3
4, 7.5, 5, 10.0, 8, 8.0, 4
5, 10.0, 4, 8.0, 10, 9.5, 3
4, 9.5, 5, 6.0, 10, 8.5, 4
4, 10, 4, 10, 9, 8.0, 3
4, 10, 5, 10, 8, 8.0, 4
4, 7.5, 4, 7.5, 8, 9.0, 4
5, 9.5, 4, 10.0, 10, 9.5, 4
5, 8.0, 5, 10, 8, 9.0, 3
5, 7.0, 5, 7.5, 10, 10.0, 4
5, 9.5, 5, 10, 9, 9.5, 4
4, 7.0, 4, 9.0, 10, 10, 4
5, 8.5, 5, 8.5, 9, 10.0, 3
5, 10, 4, 8.0, 10, 8.5, 4
5, 8.5, 4, 9.0, 9, 9.0, 3
4, 7.5, 4, 7.0, 10, 10, 4
4, 7.5, 5, 6.5, 8, 10, 3
5, 9.0, 4, 7.5, 9, 8.0, 4
4, 8.0, 5, 10.0, 8, 8.0, 3
4, 10.0, 4, 8.5, 8, 10.0, 3
4, 8.5, 5, 8.0, 8, 10, 4
4, 10.0, 4, 10, 8, 9.0, 3
4, 10.0, 4, 10, 9, 10, 4
5, 10.0, 5, 7.0, 10, 8.5, 3
4, 7.5, 4, 9.0, 10, 9.0, 4
4, 10, 5, 6.0, 9, 10.0, 3
4, 9.5, 5, 8.5, 9, 9.0, 4
4, 7.0, 4, 6.5, 9, 9.5, 3
5, 7.5, 5, 8.5, 8, 8.5, 3
4, 10.0, 4, 9.0, 10, 9.5, 4
5, 8.0, 4, 7.5, 10, 9.0, 4
5, 8.0, 4, 6.0, 8, 9.0, 4
5, 9.0, 4, 6.5, 9, 10.0, 3
5, 8.5, 4, 7.5, 9, 10.0, 4
5, 7.0, 4, 8.0, 10, 10.0, 3
4, 8.5, 4, 8.5, 8, 9.0, 3
5, 8.5, 4, 7.5, 8, 10, 3
4, 10.0, 4, 10.0, 8, 9.0, 3
4, 7.5, 5, 9.5, 9, 10.0, 3
4, 9.5, 5, 8.5, 9, 9.5, 4
4, 8.5, 4, 10, 8, 8.0, 4
5, 7.5, 5, 7.5, 8, 10, 4
5, 9.5, 5, 7.5, 9, 9.0, 3
5, 8.5, 5, 7.5, 8, 10.0, 4
5, 9.5, 4, 7.0, 8, 10.0, 3
4, 7.5, 4, 8.0, 10, 10, 3
4, 9.0, 5, 9.0, 9, 9.0, 3
4, 8.0, 4, 7.5, 8, 9.5, 4
5, 8.0, 5, 10, 9, 8.5, 3
5, 7.0, 5, 6.5, 8, 9.5, 4
4, 9.0, 4, 6.5, 9, 9.5, 4
4, 8.5, 4, 9.0, 9, 8.5, 3
5, 9.0, 4, 9.0, 8, 10, 4
4, 9.0, 5, 6.5, 8, 10, 4
4, 10, 4, 6.5, 9, 8.0, 4
