ID,Professor_ID,Difficulty,Clarity,Grade,Ratings
310, 12, 5, 2, 5, 5.
822, 15, 1, 2, 5, 4.
715, 1, 1, 3, 5, 5.
434, 40, 4, 1, 3, 5.
434, 17, 3, 1, 3, 3.
465, 34, 3, 4, 3, 5.
286, 31, 3, 4, 5, 1.
797, 8, 4, 5, 2, 4.
565, 28, 3, 4, 1, 4.
395, 38, 1, 1, 5, 3.
81, 20, 4, 4, 4, 4.
879, 25, 4, 4, 5, 4.
763, 43, 5, 2, 5, 5.
649, 48, 4, 2, 3, 5.
67, 14, 1, 2, 2, 3.
300, 7, 2, 4, 2, 1.
627, 14, 1, 1, 4, 3.
937, 46, 5, 4, 3, 2.
338, 41, 5, 3, 5, 4.
509, 17, 2, 3, 4, 5.
424, 39, 4, 4, 3, 1.
752, 26, 3, 1, 4, 5.
933, 5, 3, 5, 3, 2.
492, 29, 3, 5, 5, 4.
255, 27, 1, 4, 4, 1.
71, 30, 1, 1, 3, 5.
902, 17, 1, 2, 3, 4.
78, 22, 5, 3, 4, 4.
484, 40, 3, 1, 3, 1.
906, 29, 5, 3, 3, 2.
135, 1, 3, 4, 2, 5.
767, 33, 5, 4, 1, 4.
423, 22, 3, 4, 5, 5.
553, 50, 1, 2, 2, 2.
540, 24, 3, 5, 5, 1.
368, 17, 4, 2, 4, 2.
950, 27, 3, 4, 3, 5.
144, 24, 2, 1, 4, 1.
300, 16, 3, 5, 5, 5.
667, 46, 5, 2, 5, 5.
317, 39, 2, 2, 3, 5.
140, 41, 2, 1, 3, 1.
811, 31, 3, 3, 5, 2.
234, 7, 1, 5, 1, 5.
614, 6, 3, 4, 2, 3.
581, 18, 3, 5, 5, 3.
825, 28, 2, 1, 4, 2.
652, 6, 4, 2, 5, 5.
25, 4, 3, 2, 2, 1.
707, 18, 5, 5, 4, 2.
662, 28, 4, 1, 3, 2.
217, 48, 4, 3, 3, 4.
360, 19, 3, 2, 2, 3.
887, 25, 1, 5, 3, 3.
325, 13, 3, 3, 5, 5.
712, 39, 2, 4, 2, 4.
458, 11, 3, 4, 2, 2.
487, 18, 1, 1, 1, 5.
349, 23, 3, 2, 5, 5.
288, 29, 3, 1, 4, 3.
858, 15, 5, 3, 4, 1.
843, 18, 2, 5, 2, 4.
925, 47, 1, 4, 1, 5.
674, 31, 2, 3, 4, 2.
915, 24, 1, 3, 4, 4.
405, 48, 5, 4, 3, 4.
801, 49, 1, 2, 2, 1.
5, 46, 4, 3, 1, 2.
53, 24, 2, 4, 5, 3.
361, 3, 1, 2, 2, 2.
198, 49, 5, 5, 2, 3.
828, 25, 1, 2, 5, 4.
45, 21, 1, 2, 3, 1.
900, 27, 2, 5, 3, 3.
903, 45, 3, 1, 2, 1.
757, 39, 2, 3, 2, 4.
298, 8, 4, 5, 3, 5.
496, 38, 4, 5, 5, 2.
474, 23, 5, 3, 1, 3.
58, 48, 4, 3, 2, 1.
137, 41, 4, 1, 3, 3.
640, 5, 3, 2, 3, 1.
559, 43, 3, 1, 2, 3.
705, 26, 3, 3, 3, 1.
953, 24, 3, 5, 5, 2.
617, 36, 3, 5, 3, 2.
59, 2, 2, 1, 3, 5.
962, 22, 1, 4, 4, 4.
972, 34, 4, 3, 5, 4.
740, 8, 1, 2, 5, 3.
701, 26, 5, 4, 1, 1.
855, 44, 4, 1, 3, 5.
253, 42, 1, 4, 4, 5.
104, 1, 1, 5, 1, 3.
18, 33, 2, 5, 3, 4.
38, 3, 4, 2, 3, 5.
470, 26, 3, 4, 5, 5.
99, 18, 2, 2, 2, 3.
277, 22, 3, 5, 5, 4.
349, 49, 2, 5, 5, 2.
955, 13, 1, 4, 5, 5.
510, 26, 2, 4, 2, 3.
108, 38, 4, 2, 5, 5.
684, 2, 1, 5, 5, 3.
650, 21, 4, 4, 5, 2.
376, 30, 2, 4, 4, 4.
591, 11, 4, 5, 5, 1.
54, 41, 4, 5, 1, 1.
671, 40, 1, 3, 5, 4.
707, 32, 4, 5, 5, 2.
382, 3, 5, 5, 1, 2.
841, 48, 3, 4, 5, 2.
496, 10, 4, 2, 3, 1.
130, 7, 1, 1, 2, 4.
69, 23, 1, 5, 5, 3.
65, 47, 3, 3, 1, 5.
647, 42, 4, 5, 1, 5.
350, 37, 5, 4, 3, 1.
928, 14, 5, 2, 1, 1.
247, 24, 1, 3, 1, 4.
70, 22, 5, 4, 5, 3.
834, 47, 2, 2, 3, 3.
863, 3, 2, 4, 4, 2.
463, 43, 2, 2, 3, 3.
310, 44, 4, 2, 5, 1.
660, 21, 2, 2, 2, 2.
414, 14, 4, 1, 4, 4.
982, 20, 4, 3, 1, 5.
965, 17, 5, 5, 1, 4.
733, 30, 3, 4, 2, 1.
96, 32, 4, 2, 1, 2.
582, 6, 2, 4, 1, 2.
196, 40, 4, 2, 4, 1.
185, 21, 4, 4, 2, 4.
900, 28, 1, 5, 2, 3.
971, 1, 5, 1, 3, 3.
265, 41, 5, 3, 4, 4.
844, 6, 5, 1, 2, 1.
203, 40, 1, 5, 1, 1.
496, 50, 3, 1, 3, 3.
736, 44, 4, 5, 3, 5.
340, 14, 5, 3, 4, 5.
30, 3, 5, 5, 4, 3.
574, 33, 4, 4, 4, 2.
815, 17, 1, 3, 2, 5.
491, 2, 3, 3, 2, 2.
127, 6, 4, 4, 2, 5.
846, 48, 2, 1, 2, 4.
359, 38, 4, 4, 3, 3.
748, 1, 4, 2, 5, 4.
407, 49, 2, 2, 4, 3.
919, 38, 5, 2, 1, 1.
31, 19, 1, 3, 4, 2.
383, 20, 4, 4, 2, 3.
242, 17, 4, 1, 3, 2.
327, 14, 1, 2, 4, 4.
800, 41, 3, 4, 5, 3.
852, 42, 4, 1, 5, 5.
554, 38, 4, 3, 1, 5.
637, 18, 2, 2, 4, 2.
587, 28, 3, 2, 2, 4.
488, 5, 5, 4, 1, 1.
198, 45, 1, 1, 1, 5.
109, 23, 2, 3, 1, 5.
524, 50, 4, 4, 3, 4.
466, 36, 5, 5, 4, 1.
625, 17, 3, 4, 2, 3.
527, 41, 1, 2, 2, 4.
716, 9, 3, 2, 4, 2.
715, 47, 4, 4, 2, 5.
398, 17, 1, 5, 4, 1.
728, 15, 1, 2, 2, 3.
752, 41, 4, 1, 3, 2.
313, 4, 3, 1, 3, 3.
155, 21, 3, 5, 2, 3.
316, 23, 1, 5, 2, 5.
92, 27, 3, 4, 2, 3.
587, 7, 1, 3, 3, 2.
269, 40, 4, 5, 3, 4.
635, 36, 3, 4, 3, 3.
282, 1, 4, 2, 4, 5.
129, 36, 1, 2, 1, 1.
179, 6, 3, 3, 2, 5.
356, 44, 1, 2, 3, 4.
911, 50, 2, 5, 2, 2.
946, 20, 5, 2, 3, 2.
410, 43, 1, 1, 1, 3.
459, 46, 2, 5, 5, 2.
265, 33, 5, 2, 2, 5.
162, 11, 2, 3, 2, 4.
114, 2, 1, 2, 2, 2.
517, 48, 5, 2, 3, 2.
480, 16, 4, 4, 1, 5.
110, 4, 4, 4, 4, 1.
509, 39, 3, 2, 3, 4.
211, 41, 5, 2, 4, 4.
800, 36, 4, 2, 4, 5.
338, 21, 1, 1, 2, 4.
370, 23, 4, 3, 4, 2.
4, 34, 1, 4, 2, 3.
122, 21, 4, 1, 5, 1.
78, 40, 3, 2, 5, 4.
708, 34, 1, 3, 5, 5.
351, 13, 1, 2, 4, 5.
342, 37, 4, 4, 1, 2.
215, 44, 2, 3, 5, 2.
938, 5, 1, 5, 1, 4.
163, 24, 2, 4, 3, 1.
854, 40, 4, 1, 3, 4.
534, 43, 3, 4, 3, 3.
288, 43, 4, 5, 4, 5.
737, 31, 3, 2, 2, 3.
892, 3, 3, 5, 2, 1.
358, 37, 2, 1, 4, 5.
32, 16, 5, 5, 5, 1.
487, 38, 5, 4, 4, 1.
413, 49, 1, 5, 2, 4.
941, 45, 1, 5, 5, 5.
364, 20, 2, 4, 4, 4.
349, 17, 4, 1, 2, 5.
557, 14, 3, 2, 3, 3.
908, 45, 4, 3, 5, 3.
345, 30, 2, 3, 2, 4.
521, 21, 3, 5, 5, 2.
226, 8, 5, 4, 1, 5.
81, 11, 5, 2, 1, 5.
472, 30, 3, 1, 3, 4.
716, 4, 5, 1, 4, 1.
55, 27, 1, 3, 2, 5.
619, 40, 2, 2, 5, 2.
30, 28, 5, 3, 5, 1.
414, 4, 3, 2, 4, 2.
129, 21, 1, 1, 1, 2.
2, 26, 2, 1, 5, 1.
426, 26, 3, 3, 5, 5.
790, 8, 3, 3, 4, 2.
291, 50, 1, 2, 5, 3.
335, 6, 5, 3, 3, 4.
542, 4, 5, 4, 5, 1.
84, 10, 2, 3, 2, 1.
8, 25, 5, 2, 5, 3.
260, 20, 4, 3, 5, 4.
377, 27, 2, 5, 4, 2.
647, 28, 5, 3, 4, 5.
670, 17, 1, 2, 1, 4.
918, 27, 4, 2, 4, 5.
554, 37, 2, 3, 3, 3.
311, 19, 5, 4, 2, 3.
610, 31, 4, 5, 5, 5.
916, 25, 3, 5, 5, 1.
76, 15, 1, 2, 1, 5.
114, 12, 3, 2, 2, 3.
743, 13, 3, 2, 2, 3.
724, 27, 3, 1, 2, 2.
383, 5, 2, 5, 1, 4.
558, 39, 1, 1, 1, 2.
189, 28, 1, 2, 2, 5.
698, 42, 5, 5, 4, 3.
737, 48, 2, 5, 2, 4.
872, 44, 2, 1, 2, 5.
720, 15, 5, 1, 5, 4.
709, 7, 4, 4, 1, 3.
281, 3, 3, 5, 4, 3.
424, 16, 3, 2, 5, 5.
201, 37, 5, 5, 1, 1.
300, 2, 3, 2, 5, 4.
848, 24, 5, 1, 1, 3.
258, 26, 5, 1, 5, 2.
243, 39, 5, 1, 5, 2.
546, 44, 4, 5, 2, 5.
516, 43, 1, 5, 1, 5.
152, 18, 1, 5, 5, 5.
514, 28, 4, 4, 4, 4.
993, 46, 1, 2, 4, 3.
768, 8, 4, 3, 4, 3.
925, 30, 3, 4, 4, 5.
384, 39, 3, 2, 5, 5.
152, 13, 3, 2, 1, 1.
700, 9, 1, 3, 4, 5.
393, 15, 5, 4, 4, 1.
33, 24, 4, 3, 2, 3.
803, 50, 5, 5, 1, 5.
129, 26, 1, 4, 3, 3.
718, 37, 1, 1, 3, 5.
585, 27, 3, 1, 4, 2.
226, 28, 5, 2, 2, 4.
817, 50, 3, 3, 2, 4.
830, 39, 2, 4, 4, 2.
146, 21, 3, 4, 4, 3.
966, 5, 5, 4, 5, 3.
897, 50, 4, 3, 2, 4.
526, 5, 5, 2, 2, 4.
810, 47, 4, 4, 1, 5.
961, 1, 4, 4, 3, 4.
117, 34, 2, 4, 4, 4.
426, 16, 4, 2, 1, 1.
129, 36, 2, 5, 4, 5.
481, 8, 4, 2, 1, 2.
392, 44, 1, 4, 3, 2.
16, 37, 5, 1, 3, 5.
418, 10, 5, 5, 2, 1.
225, 4, 2, 2, 2, 4.
377, 19, 4, 2, 4, 1.
730, 39, 2, 3, 2, 2.
834, 50, 3, 2, 4, 5.
328, 23, 3, 3, 1, 4.
538, 27, 5, 3, 5, 5.
691, 46, 2, 1, 2, 2.
698, 49, 1, 5, 4, 2.
283, 26, 1, 2, 4, 5.
544, 20, 5, 1, 4, 5.
845, 49, 3, 1, 5, 3.
46, 36, 3, 3, 1, 4.
473, 8, 4, 4, 1, 3.
235, 49, 3, 5, 5, 4.
587, 45, 3, 1, 3, 5.
413, 42, 4, 1, 1, 3.
657, 24, 3, 5, 4, 2.
305, 29, 4, 1, 2, 1.
787, 49, 3, 3, 3, 5.
111, 32, 1, 3, 5, 2.
104, 23, 5, 5, 3, 4.
271, 50, 2, 2, 1, 4.
131, 43, 4, 1, 1, 4.
579, 6, 4, 3, 2, 3.
806, 45, 5, 3, 3, 5.
969, 18, 4, 4, 2, 3.
404, 23, 1, 3, 1, 3.
26, 33, 3, 5, 4, 1.
282, 45, 4, 5, 4, 5.
851, 17, 1, 2, 1, 2.
714, 43, 3, 4, 1, 3.
776, 4, 2, 3, 1, 5.
546, 4, 1, 1, 4, 1.
882, 22, 1, 1, 5, 2.
256, 6, 2, 5, 2, 2.
178, 6, 3, 1, 2, 1.
226, 24, 1, 1, 4, 2.
999, 25, 2, 3, 5, 4.
229, 28, 3, 1, 2, 1.
678, 16, 4, 5, 4, 5.
532, 47, 5, 3, 5, 5.
799, 9, 3, 5, 1, 3.
177, 19, 1, 2, 4, 2.
368, 4, 3, 3, 2, 4.
367, 40, 5, 5, 2, 5.
342, 31, 2, 2, 2, 5.
754, 11, 2, 5, 4, 3.
207, 23, 3, 3, 4, 3.
436, 2, 2, 1, 2, 2.
132, 9, 2, 5, 3, 3.
558, 8, 5, 2, 3, 4.
776, 42, 2, 3, 2, 3.
640, 20, 2, 5, 1, 3.
557, 28, 3, 4, 3, 1.
299, 8, 1, 4, 1, 5.
84, 1, 1, 5, 3, 5.
810, 15, 3, 2, 2, 3.
67, 44, 5, 5, 4, 1.
601, 29, 3, 5, 2, 5.
767, 45, 5, 5, 2, 4.
640, 50, 4, 2, 2, 4.
296, 44, 1, 2, 5, 4.
340, 18, 4, 1, 2, 4.
278, 6, 4, 2, 3, 2.
381, 35, 1, 4, 3, 2.
925, 15, 3, 2, 2, 5.
311, 38, 5, 2, 3, 3.
30, 46, 3, 3, 5, 4.
643, 31, 1, 4, 1, 1.
295, 34, 3, 2, 1, 2.
842, 12, 5, 2, 2, 3.
965, 29, 4, 5, 4, 2.
365, 11, 5, 1, 1, 2.
871, 45, 3, 5, 5, 4.
582, 15, 1, 4, 2, 1.
848, 11, 3, 5, 4, 5.
623, 20, 2, 3, 2, 3.
939, 4, 5, 2, 1, 5.
339, 19, 3, 3, 5, 2.
552, 18, 1, 5, 3, 2.
322, 6, 3, 1, 1, 1.
149, 9, 4, 2, 3, 3.
30, 38, 5, 3, 2, 4.
810, 43, 2, 3, 3, 3.
296, 17, 5, 1, 2, 4.
342, 9, 1, 3, 4, 4.
654, 1, 1, 3, 3, 3.
686, 42, 5, 4, 2, 2.
150, 47, 5, 3, 1, 4.
398, 45, 5, 2, 5, 3.
308, 46, 2, 4, 1, 5.
263, 5, 5, 3, 5, 3.
251, 5, 2, 2, 3, 4.
768, 48, 2, 5, 1, 5.
568, 48, 5, 3, 3, 1.
950, 5, 3, 4, 1, 3.
975, 20, 1, 1, 2, 4.
879, 7, 1, 2, 4, 4.
238, 41, 5, 3, 4, 2.
279, 14, 3, 2, 3, 1.
901, 46, 1, 5, 4, 5.
307, 22, 3, 2, 3, 3.
716, 17, 5, 3, 5, 2.
542, 42, 5, 5, 4, 3.
113, 48, 5, 4, 5, 1.
177, 42, 3, 3, 5, 5.
206, 30, 5, 4, 4, 1.
185, 12, 1, 3, 2, 5.
603, 30, 2, 4, 2, 3.
501, 48, 4, 5, 2, 1.
728, 45, 3, 3, 2, 1.
197, 40, 2, 2, 5, 1.
894, 36, 4, 3, 2, 5.
694, 25, 1, 4, 1, 3.
316, 4, 1, 1, 3, 4.
449, 4, 3, 3, 4, 2.
996, 16, 5, 2, 1, 3.
266, 49, 5, 5, 3, 2.
420, 23, 1, 3, 2, 4.
141, 47, 2, 5, 4, 3.
56, 9, 2, 3, 3, 5.
840, 29, 3, 1, 2, 1.
247, 26, 3, 5, 1, 3.
998, 24, 1, 4, 4, 2.
308, 18, 5, 5, 3, 4.
386, 35, 4, 2, 4, 3.
492, 32, 5, 5, 3, 3.
150, 21, 2, 2, 2, 3.
982, 20, 4, 3, 5, 3.
543, 14, 2, 2, 5, 1.
261, 22, 2, 1, 2, 2.
382, 7, 4, 2, 2, 1.
43, 22, 3, 1, 3, 4.
693, 27, 1, 1, 4, 3.
363, 3, 2, 3, 5, 2.
563, 3, 1, 2, 4, 3.
282, 36, 4, 3, 5, 1.
572, 29, 5, 1, 1, 3.
861, 16, 2, 5, 1, 3.
784, 42, 4, 2, 4, 5.
542, 35, 1, 1, 3, 3.
358, 30, 5, 1, 2, 5.
923, 32, 1, 4, 1, 1.
854, 44, 1, 3, 4, 4.
60, 9, 3, 5, 4, 4.
795, 22, 5, 3, 5, 1.
754, 25, 1, 5, 5, 4.
943, 20, 1, 4, 3, 5.
284, 17, 4, 4, 3, 1.
164, 43, 3, 4, 2, 2.
815, 6, 4, 4, 2, 4.
620, 49, 1, 4, 1, 4.
322, 46, 5, 2, 4, 3.
532, 47, 1, 3, 4, 5.
723, 22, 3, 1, 2, 3.
52, 17, 5, 3, 1, 4.
679, 43, 1, 5, 3, 5.
759, 18, 4, 2, 2, 4.
48, 2, 1, 4, 5, 5.
499, 2, 3, 5, 1, 3.
422, 30, 2, 3, 3, 2.
371, 46, 1, 4, 1, 1.
220, 32, 3, 1, 1, 5.
120, 47, 5, 2, 4, 4.
141, 21, 5, 5, 1, 4.
268, 29, 2, 5, 5, 2.
517, 36, 5, 4, 1, 2.
494, 49, 5, 2, 2, 3.
751, 39, 2, 5, 5, 2.
778, 4, 3, 1, 2, 4.
908, 38, 1, 2, 4, 4.
976, 7, 2, 2, 1, 1.
267, 40, 3, 4, 2, 2.
385, 37, 3, 2, 3, 4.
712, 26, 1, 1, 2, 5.
325, 11, 1, 3, 2, 1.
855, 14, 5, 5, 1, 2.
860, 5, 3, 1, 3, 1.
637, 9, 1, 1, 3, 5.
828, 40, 4, 1, 1, 5.
251, 16, 4, 3, 1, 1.
924, 17, 5, 1, 5, 4.
636, 18, 2, 5, 5, 2.
890, 47, 5, 2, 4, 5.
302, 47, 5, 5, 4, 4.
60, 36, 4, 1, 3, 3.
888, 2, 4, 3, 4, 5.
6, 23, 4, 1, 4, 5.
877, 41, 4, 5, 2, 2.
598, 36, 1, 5, 5, 3.
710, 47, 5, 4, 1, 3.
834, 18, 1, 1, 3, 1.
364, 5, 3, 1, 2, 2.
995, 36, 4, 2, 4, 4.
522, 16, 4, 5, 4, 5.
534, 50, 5, 2, 5, 1.
72, 5, 1, 3, 5, 2.
455, 8, 1, 3, 5, 2.
163, 40, 2, 4, 5, 5.
531, 28, 3, 4, 3, 2.
13, 34, 5, 4, 4, 3.
86, 48, 1, 5, 4, 1.
454, 41, 1, 5, 5, 2.
775, 32, 3, 3, 1, 3.
336, 27, 1, 1, 4, 1.
716, 44, 2, 4, 1, 1.
467, 6, 5, 1, 2, 2.
238, 28, 1, 4, 4, 4.
824, 30, 2, 4, 5, 2.
30, 38, 2, 2, 5, 5.
809, 32, 1, 3, 5, 4.
781, 47, 3, 2, 2, 2.
106, 14, 5, 2, 3, 2.
916, 29, 3, 3, 1, 4.
390, 31, 1, 5, 1, 3.
712, 7, 5, 1, 1, 1.
221, 31, 3, 3, 5, 2.
783, 23, 2, 4, 2, 4.
358, 32, 5, 1, 2, 4.
362, 7, 1, 2, 1, 5.
985, 24, 5, 5, 3, 4.
801, 16, 2, 2, 2, 1.
401, 39, 1, 2, 4, 1.
752, 12, 3, 1, 4, 3.
567, 18, 5, 1, 3, 3.
211, 21, 5, 2, 2, 4.
991, 10, 5, 1, 1, 1.
440, 25, 2, 3, 2, 3.
339, 20, 1, 2, 3, 5.
681, 36, 4, 1, 5, 4.
95, 48, 4, 1, 2, 5.
900, 38, 4, 2, 5, 4.
576, 48, 5, 1, 4, 1.
609, 12, 5, 1, 1, 2.
447, 2, 5, 1, 2, 1.
339, 38, 4, 5, 3, 3.
309, 2, 1, 1, 5, 2.
529, 24, 4, 5, 1, 4.
613, 24, 5, 4, 3, 5.
571, 41, 2, 1, 5, 2.
406, 9, 5, 5, 3, 4.
995, 42, 1, 1, 2, 1.
670, 50, 1, 2, 5, 4.
366, 3, 2, 5, 4, 2.
858, 7, 3, 5, 3, 5.
667, 47, 2, 5, 3, 2.
767, 32, 4, 3, 3, 5.
518, 26, 4, 2, 3, 2.
779, 20, 4, 5, 2, 5.
760, 32, 4, 2, 2, 5.
495, 16, 5, 3, 1, 3.
815, 5, 3, 4, 5, 2.
659, 16, 3, 4, 5, 3.
429, 21, 2, 4, 2, 4.
305, 32, 3, 3, 5, 2.
506, 45, 2, 1, 5, 5.
114, 16, 2, 2, 4, 2.
705, 7, 5, 3, 5, 5.
995, 25, 3, 3, 2, 1.
112, 9, 5, 3, 2, 5.
826, 19, 1, 5, 4, 4.
40, 36, 2, 1, 1, 3.
987, 47, 2, 1, 2, 3.
86, 33, 1, 3, 5, 5.
593, 18, 5, 3, 2, 2.
115, 40, 1, 5, 2, 4.
709, 35, 3, 3, 5, 3.
145, 23, 4, 3, 1, 3.
711, 34, 2, 5, 1, 4.
955, 34, 4, 4, 5, 2.
502, 46, 4, 3, 4, 5.
43, 27, 1, 1, 2, 3.
864, 9, 1, 2, 3, 1.
442, 22, 1, 3, 3, 4.
49, 11, 3, 4, 2, 4.
658, 9, 3, 1, 4, 1.
633, 46, 3, 1, 2, 5.
824, 25, 4, 4, 3, 1.
965, 13, 5, 3, 3, 5.
186, 2, 4, 2, 4, 1.
560, 18, 1, 5, 5, 2.
218, 35, 5, 5, 4, 2.
940, 42, 2, 4, 2, 4.
37, 9, 3, 2, 1, 5.
217, 38, 3, 2, 4, 5.
430, 9, 2, 4, 1, 1.
645, 11, 1, 4, 5, 1.
907, 25, 5, 5, 3, 4.
654, 48, 5, 1, 2, 2.
124, 24, 3, 5, 5, 2.
148, 38, 2, 3, 2, 5.
887, 20, 4, 2, 2, 5.
48, 35, 3, 4, 1, 3.
528, 46, 2, 4, 5, 1.
434, 37, 5, 2, 1, 4.
563, 17, 5, 3, 5, 3.
532, 3, 4, 1, 5, 1.
666, 31, 1, 4, 1, 2.
959, 38, 2, 5, 4, 3.
173, 36, 2, 5, 2, 4.
371, 37, 5, 3, 4, 3.
770, 3, 5, 1, 4, 3.
850, 2, 1, 3, 2, 2.
578, 6, 4, 3, 2, 1.
463, 29, 1, 5, 1, 4.
157, 49, 5, 5, 5, 3.
998, 26, 2, 5, 2, 2.
223, 7, 2, 5, 1, 3.
260, 49, 3, 3, 3, 4.
230, 40, 2, 4, 3, 4.
491, 40, 5, 4, 4, 5.
80, 1, 3, 5, 2, 2.
389, 24, 2, 1, 3, 2.
100, 19, 5, 1, 4, 1.
712, 4, 5, 3, 1, 4.
356, 30, 2, 2, 2, 4.
268, 40, 5, 2, 3, 5.
180, 48, 5, 1, 5, 1.
912, 27, 1, 2, 1, 2.
999, 2, 1, 5, 2, 2.
538, 47, 5, 5, 5, 2.
757, 35, 3, 2, 1, 2.
790, 4, 4, 3, 3, 1.
968, 48, 1, 1, 5, 1.
405, 14, 2, 2, 1, 5.
739, 14, 3, 4, 2, 2.
452, 10, 4, 4, 4, 3.
722, 14, 1, 2, 1, 4.
190, 10, 2, 4, 2, 2.
477, 32, 4, 4, 3, 2.
505, 49, 1, 4, 3, 3.
358, 20, 2, 3, 5, 5.
748, 3, 1, 4, 1, 4.
605, 18, 3, 1, 5, 2.
672, 32, 1, 1, 1, 1.
971, 12, 3, 2, 3, 4.
274, 8, 1, 4, 5, 5.
449, 26, 4, 3, 5, 3.
265, 24, 1, 3, 1, 1.
946, 43, 1, 5, 5, 1.
212, 29, 1, 2, 2, 1.
83, 10, 5, 1, 2, 3.
335, 14, 3, 5, 3, 2.
790, 25, 2, 3, 1, 4.
844, 42, 3, 1, 2, 2.
542, 48, 4, 1, 1, 4.
285, 35, 3, 1, 3, 4.
618, 17, 3, 2, 4, 4.
417, 2, 2, 1, 5, 1.
373, 14, 5, 3, 5, 3.
236, 31, 5, 5, 4, 2.
509, 29, 4, 4, 3, 4.
453, 14, 3, 4, 2, 5.
111, 29, 2, 3, 1, 4.
32, 32, 3, 1, 5, 2.
632, 42, 3, 3, 2, 2.
866, 48, 4, 5, 4, 1.
983, 6, 1, 2, 1, 3.
802, 5, 2, 5, 5, 3.
787, 23, 3, 1, 5, 2.
360, 27, 5, 2, 1, 1.
606, 12, 5, 1, 4, 3.
896, 9, 1, 4, 4, 5.
441, 50, 1, 5, 2, 1.
393, 31, 5, 2, 2, 4.
471, 36, 3, 2, 2, 1.
325, 37, 4, 1, 4, 5.
120, 18, 1, 1, 5, 3.
845, 38, 5, 2, 5, 5.
933, 33, 4, 4, 5, 2.
835, 19, 1, 2, 5, 5.
978, 30, 3, 5, 4, 3.
143, 49, 5, 4, 2, 3.
259, 41, 5, 1, 3, 4.
672, 45, 3, 2, 5, 1.
209, 48, 5, 1, 3, 5.
482, 23, 5, 5, 5, 5.
689, 28, 4, 1, 5, 1.
915, 22, 5, 3, 5, 4.
413, 20, 5, 2, 1, 2.
826, 28, 1, 5, 1, 5.
721, 22, 3, 4, 3, 5.
94, 29, 2, 5, 4, 1.
798, 20, 2, 2, 2, 1.
426, 18, 1, 4, 5, 5.
443, 48, 4, 4, 5, 4.
39, 35, 5, 1, 4, 5.
626, 3, 3, 4, 1, 2.
458, 32, 2, 3, 4, 1.
557, 19, 3, 3, 4, 3.
249, 7, 3, 4, 2, 1.
587, 32, 1, 4, 1, 2.
103, 43, 2, 1, 1, 4.
315, 40, 5, 4, 3, 4.
128, 8, 4, 2, 5, 1.
601, 42, 2, 4, 3, 3.
226, 1, 3, 5, 4, 3.
795, 17, 1, 1, 3, 1.
276, 32, 3, 1, 5, 4.
528, 20, 1, 4, 3, 5.
483, 2, 4, 5, 4, 1.
814, 49, 3, 4, 5, 2.
545, 37, 4, 3, 3, 4.
507, 13, 2, 2, 3, 4.
440, 41, 4, 3, 3, 1.
384, 46, 1, 4, 1, 3.
518, 31, 1, 5, 5, 5.
985, 34, 4, 5, 2, 5.
335, 42, 4, 2, 4, 3.
422, 9, 4, 1, 3, 2.
363, 27, 3, 3, 1, 5.
561, 46, 3, 1, 1, 5.
626, 41, 2, 1, 5, 3.
926, 46, 2, 2, 3, 4.
242, 11, 1, 5, 2, 2.
453, 19, 3, 3, 4, 2.
577, 9, 2, 2, 3, 4.
964, 47, 4, 5, 4, 3.
429, 13, 4, 5, 2, 1.
554, 25, 5, 5, 1, 4.
489, 47, 4, 2, 2, 3.
542, 38, 4, 2, 1, 3.
711, 24, 3, 2, 4, 1.
120, 6, 3, 2, 3, 2.
457, 24, 5, 5, 5, 5.
863, 4, 4, 1, 3, 1.
145, 34, 5, 1, 2, 2.
568, 26, 2, 4, 3, 2.
325, 35, 4, 2, 4, 3.
295, 33, 2, 2, 3, 3.
866, 13, 4, 5, 1, 4.
547, 3, 3, 1, 2, 2.
441, 2, 4, 5, 4, 3.
256, 2, 2, 5, 2, 4.
593, 19, 4, 3, 5, 4.
5, 13, 2, 4, 3, 2.
484, 18, 1, 4, 1, 3.
199, 10, 1, 5, 1, 1.
46, 39, 1, 3, 3, 1.
477, 31, 3, 5, 2, 3.
95, 11, 5, 2, 3, 2.
990, 32, 4, 4, 4, 3.
755, 5, 3, 5, 1, 5.
517, 1, 4, 4, 1, 1.
256, 14, 4, 1, 2, 4.
659, 9, 4, 3, 1, 5.
926, 42, 2, 3, 1, 5.
403, 1, 2, 5, 2, 1.
697, 11, 2, 5, 5, 5.
32, 27, 2, 1, 2, 4.
173, 16, 4, 3, 3, 3.
581, 25, 4, 1, 5, 1.
352, 8, 4, 3, 4, 2.
38, 7, 4, 1, 3, 5.
706, 27, 2, 3, 5, 5.
94, 14, 1, 2, 1, 4.
449, 36, 3, 4, 2, 5.
762, 39, 2, 1, 5, 3.
131, 8, 4, 3, 3, 5.
830, 1, 3, 5, 2, 3.
206, 33, 4, 2, 5, 3.
635, 31, 5, 2, 5, 5.
32, 24, 1, 3, 5, 1.
720, 21, 3, 5, 3, 5.
165, 34, 3, 2, 1, 4.
902, 46, 4, 2, 5, 4.
11, 5, 4, 5, 3, 3.
819, 50, 3, 1, 3, 1.
649, 42, 4, 5, 4, 4.
702, 48, 1, 4, 5, 2.
268, 47, 3, 3, 1, 3.
554, 2, 1, 1, 5, 2.
614, 45, 4, 5, 3, 2.
29, 42, 5, 1, 1, 2.
565, 36, 2, 4, 1, 1.
